name,artist_id,birth_date,death_date,birth_date_dt,death_date_dt,nationality_id,nationality,image_url,wikipedia_title,biography,family_name,given_name
Pedro Berruguete,Q561783,1450,1504,+1450-01-01T00:00:00Z,+1504-01-01T00:00:00Z,Q29,Spain,https://commons.wikimedia.org/wiki/Special:FilePath/Berruguete-Pedro-selfportrait.jpg,Pedro Berruguete,"Pedro Berruguete (c. 1450 – 1504) was a Spanish painter whose art is regarded as a transitional style between Gothic and Renaissance art. Berruguete most famously created paintings of the first few years of the Inquisition and of religious imagery for Castilian retablos. He is considered by some as the first Renaissance painter in Spain.
He was the father of Alonso Berruguete, considered the most important sculptor of the Spanish Renaissance. Because of the fame accrued by Alonso, Pedro Berruguete is sometimes referred to as Berruguete el Viejo (""Berruguete the Elder"") to differentiate between the two.
It is speculated that Pedro travelled to Italy in 1480 and worked in the court of Federico III da Montefeltro in Urbino, where he could have seen some works by Melozzo da Forlì. The Portrait of Federico da Montefeltro with His Son Guidobaldo (c. 1475), now at the Galleria nazionale delle Marche, has been attributed to Berruguete by some art historians but the Flemish painter Justus van Gent, who was working in Urbino at the time, is another strong candidate for its authorship.
Berruguete returned to Spain in 1482 and painted in several cities, including Toledo and Ávila. His exact date of death is unknown and often approximated around 1503–1504. He may have died in Madrid, but  no verifiable documentation has been found to substantiate this claim.",Berruguete,Pedro
Cornelis de Heem,Q1133621,1631,1695,+1631-04-08T00:00:00Z,+1695-05-17T00:00:00Z,Q6581823,Southern Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Heem Still Life with a Basket of Fruit.jpg,Cornelis de Heem,"Cornelis de Heem (8 April 1631 (baptized) – 17 May 1695 (buried)) was a still-life painter associated with both Flemish Baroque and Dutch Golden Age painting. He was a member of a large family of still-life specialists, of which his father, Jan Davidszoon de Heem (1606–1684), was the most significant.
Cornelis was baptised in Leiden on 8 April 1631, and moved with his family to Antwerp in 1636. He appears to have been trained by his father in Antwerp, who, like him, was born in the Dutch Republic but died in the Southern Netherlands. Jan's subsequent career, like many painters—especially after the Peace of Westphalia in 1648—moved fluidly between the two traditionally-connected areas of the north and south Low Countries. He became a member of the Antwerp painters' guild in 1660, and from 1667 until the late 1680s he was variously active in Utrecht, IJsselstein, and The Hague. It is often not easy to distinguish the works of the different members of the family, which included his brother Jan Jansz., nephew Jan Jansz. II, and son David Cornelisz. (1663–after? 1718), who all painted mostly flower and fruit pieces in a similar style and probably often collaborated. Cornelis's works, however, tend to be small, display a preference for strong blues, and, over time, shifted away from the painterly style preferred by his father. He died in Antwerp, aged 64.

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		

",de Heem,Cornelis
Su Hanchen,Q12158485,1101,1161,+1101-01-01T00:00:00Z,+1161-01-01T00:00:00Z,Q7462,Song dynasty,,Su Hanchen,"Su Hanchen (Chinese: 蘇漢臣; pinyin: Sū Hànchén; 1094–1172) was a Chinese painter active in the Song dynasty. A native of Bianjing (present-day Kaifeng, Henan), he was renowned for his figure paintings and was appointed as a ""Painter-in-Attendance"" by Emperor Huizong. For most of his career, Su was based in Zhejiang.",Su,Hanchen
Carl Gaertner,Q5040196,1898,1952,+1898-04-18T00:00:00Z,+1952-11-04T00:00:00Z,Q30,United States of America,,Carl Gaertner,"Carl Frederick Gaertner (April 18, 1898 – November 4, 1952) was an American artist.
Gaertner was born in Cleveland in 1898 and remained there until his death in 1952. He studied at the Cleveland Institute of Art, which was then called the Cleveland School of Art, from 1920–1923 and taught there from 1925-1952.
Gaertner's subject matter varied, but certain themes recur in his work, including industrial subjects, with Cleveland as his model in the early part of his career. Other themes were Provincetown, West Virginia watercolors and oils, and Chagrin Valley paintings. After 1935, Gaertner bought a farm in Chagrin Valley and began his series of paintings of that subject. Throughout the 1940s, Gaertner received recognition from prestigious art institutions such as Chicago Art Institute's Exhibition of American Painting, New York's National Academy of Design Show, and the Pepsi-Cola Show.
The Akron Art Museum currently holds three paintings by Gaertner. Featured in the McDowell galleries is Riverside Plant, an oil on canvas painted in 1927-28 which was exhibited at the Cleveland Museum of Art Annual Exhibit of the Cleveland Artists and Craftsmen from April 25-June 3, 1928.  Also in the Akron collection is Summer Kitchen, a gouache on fiberboard painting done in 1947 and The Commuter, an oil on fiberboard painting done in 1945 which shows a man standing on a train platform and is based on sketches Gaertner did while riding the train to New York City to visit his art dealer.
Another well-known painting by Gaertner is Flying Ponies. It depicts a carousel at Euclid Beach Park, a Cleveland amusement park. It was displayed at the Cleveland Museum of Art's ""Transformations in Cleveland Art, 1796-1946"" exhibit in 1996 and was gifted to the museum in 2020.

The Cleveland Museum of Art owns several other Gaertner works, including an oil painting titled The Pie Wagon. Painted in 1926, this work focuses attention on laborers at an industrial plant who spend their lunch break milling around a horse-drawn bakery wagon in the shadows of the hulking factories.
Gaertner was an important Cleveland artist who was just achieving national acclaim before his early death at the age of 54.",Gaertner,Carl
Agustín Esteve,Q3544252,1753,1830,+1753-05-12T00:00:00Z,+1830-01-01T00:00:00Z,Q29,Spain,https://commons.wikimedia.org/wiki/Special:FilePath/Augustin Esteve presumed self portrait.jpg,Agustín Esteve,"Agustín Esteve y Marqués (May 12, 1753 – 1830) was a Spanish painter, mainly active in the Royal household in Madrid.",Esteve y Marques,Agustín
Cui Zizhong,Q3006787,1595,1644,+1595-01-01T00:00:00Z,+1644-01-01T00:00:00Z,Q9903,Ming dynasty,,Cui Zizhong,"Cuī Zǐzhōng (Chinese: 崔子忠; Wade–Giles: Ts'ui Tzu-chung; died 1644) was a Chinese painter during the Ming dynasty (1368–1644).
Cui was born in Laiyang in the Shandong province. His style name was 'Daomu' and his sobriquet was 'Qingying'. Cui specialized in human figure painting following in the style of Zhou Wenju in its tense and heightened state. He went on strike for a period of time when Li Zicheng captured Beijing, where he was living at the time. Cui's reputation for great painting led to him to be known colloquially as 'Cui in North'.",Cui,Zizhong
Hashim Thaçi,Q57634,1968,,+1968-04-24T00:00:00Z,,Q1246,Kosovo,https://commons.wikimedia.org/wiki/Special:FilePath/Hashim Thaçi official portrait.jpg,Hashim Thaçi,"Hashim Thaçi (Albanian pronunciation: [hä'ʃɪm 'θɑ:t͡ɕɪ] ; born 24 April 1968) is a Kosovar Albanian politician who was the president of Kosovo from April 2016 until his resignation on 5 November 2020 to face a war crimes tribunal on charges of crimes against humanity. He was the first prime minister of Kosovo and the Foreign minister and deputy prime minister in the new cabinet led by Isa Mustafa, which assumed office on 12 December 2014.
Thaçi is from the region of Drenica in Kosovo, which is where the KLA originated. He studied philosophy in Prishtina before moving to Switzerland, where he joined the Kosovo Liberation Army in 1993. He rose through the ranks of the KLA to become leader of the most powerful faction by 1999, during the Rambouillet negotiations. He then joined the interim Kosovo administration after the war.
Thaçi became leader of the Democratic Party of Kosovo (PDK), which won the largest share of the vote in the 2007 Kosovo elections. In 2008, Thaçi declared the independence of Kosovo and became its first prime minister. In 2016 he was elected President of Kosovo. Thaçi has pursued a pro-American policy while in office. There have been controversies regarding Thaçi's role in the KLA and allegations about him being involved in organized crime. In 2020, the Kosovo Specialist Chambers and Specialist Prosecutor's Office filed a ten-count Indictment, charging Hashim Thaçi and others for crimes against humanity and war crimes. Thaçi subsequently resigned from his position as president, in his words, in order to ""protect the integrity of the presidency of Kosovo"".
As of April 2023, he has pled not guilty to war crimes and his trial is ongoing at The Hague.",Hashim,
Jan Verkade,Q317230,1868,1946,+1868-09-18T00:00:00Z,+1946-07-19T00:00:00Z,Q29999,Kingdom of the Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Jan Verkade 1912.jpg,Jan Verkade,"Johannes Sixtus Gerhardus (Jan) Verkade (18 September 1868 - 19 July 1946), afterwards Willibrord Verkade O.S.B., was a Dutch Post-Impressionist and Christian Symbolist painter. A disciple of Paul Gauguin and friend of Paul Sérusier, he belonged to the circle of artists known as 'Les Nabis.' Of a Dutch anabaptist background, his artistic and spiritual journey led him to convert to Roman Catholicism, and to take Holy Orders as a Benedictine monk, taking the religious name Willibrord. He entered the Archabbey of Beuron and continued his work in a religious context, working closely with Desiderius Lenz, leader of the Beuron Art School. He worked throughout Europe and had an important influence on the continuing development of the new Benedictine Art.",Verkade,Jan
Xu Ben,Q45617135,,,,,Q9903,Ming dynasty,,,,Xu,Ben
Basawan,Q728311,1560s,1600s,+1560-00-00T00:00:00Z,+1600-00-00T00:00:00Z,,,"https://commons.wikimedia.org/wiki/Special:FilePath/Basawan. Akbar Taming Mad Elephant Hawai. Composition by Basawan, coloring by Chitra. (left part) Akbarnama, ca. 1590, Victoria and Albert Museum, London.jpg",Basawan,"Basāwan, or Basāvan (flourished 1580–1600), was an Indian miniature painter in the Mughal style. He was known by his contemporaries as a skilled colorist and keen observer of human nature, and for his use of portraiture in the illustrations of Akbarnama, Mughal Emperor, Akbar's official Biography, which is seen as an innovation in Indian art.",Basavana,
Hendrick van Balen the Elder,Q642071,1570s,1632,+1570-00-00T00:00:00Z,+1632-07-17T00:00:00Z,Q1031430,Habsburg Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Hendrick van balen.jpg,Hendrick van Balen the Elder,"Hendrick van Balen or Hendrick van Balen I (c. 1573–1575 in Antwerp – 17 July 1632 in Antwerp) was a Flemish Baroque painter and stained glass designer.  Hendrick van Balen specialised in small cabinet pictures often painted on a copper support. His favourite themes were mythological and allegorical scenes and, to a lesser extent, religious subjects. The artist played an important role in the renewal of Flemish painting in the early 17th century and was one of the teachers of Anthony van Dyck.",van Balen,Hendrik
Hong Yin,Q102311395,,,,,,,,,,Yin,Hong
Ford Madox Brown,Q319843,1821,1893,+1821-04-16T00:00:00Z,+1893-10-06T00:00:00Z,Q174193,United Kingdom of Great Britain and Ireland,https://commons.wikimedia.org/wiki/Special:FilePath/Ford Madox Brown.jpg,Ford Madox Brown,"Ford Madox Brown (16 April 1821 – 6 October 1893) was a British painter of moral and historical subjects, notable for his distinctively graphic and often Hogarthian version of the Pre-Raphaelite style. Arguably, his most notable painting was Work (1852–1865). Brown spent the latter years of his life painting the twelve works known as The Manchester Murals, depicting Mancunian history, for Manchester Town Hall.",Brown,Ford Madox
Gillis van Coninxloo,Q525646,1544,1607,+1544-01-24T00:00:00Z,+1607-01-04T00:00:00Z,Q6581823,Southern Netherlands,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait of Gillis van Coninxloo 001.jpg,Gillis van Coninxloo,"Gillis van Coninxloo (now also referred to as Gillis van Coninxloo II but previously referred to as Gillis van Coninxloo III) (24 January 1544 – January 1607) was a Flemish painter of landscapes who played an important role in the development of Northern landscape art at the turn of the 17th century.  He spent the last 20 years of his life abroad, first in Germany and later in the Dutch Republic.",van Coninxloo,Gillis
Ustad Murad,Q116867991,,,,,Q859966,Bikaner State,,,,Murad,Ustad
Li Song,Q3179306,1190,1264,+1190-00-00T00:00:00Z,+1264-00-00T00:00:00Z,Q1147043,Southern Song dynasty,,Li Song (painter),"Li Song (Chinese: 李嵩; pinyin: Lǐ Sōng; Wade–Giles: Li Sung) (active 1190–1230) was a Chinese imperial court painter in the Song Dynasty.
Song was born in Qian Tang (錢塘 - present day Hangzhou). He was originally a carpenter by trade, but was later adopted and trained by the court painter Li Congxun (李從訓). He was known for painting human figures.",Li,Song
Zhao Qi,Q16259838,,,,,,,,,,Zhao,Qi
Kaihō Yūshō,Q3191951,1533,1615,+1533-01-01T00:00:00Z,+1615-03-01T00:00:00Z,Q17,Japan,https://commons.wikimedia.org/wiki/Special:FilePath/Daruma by Yusho.jpg,Kaihō Yūshō,"Kaihō Yūshō (海北 友松, 1533–1615); real name: Kaiho Shōeki, ""brush name"": Yusho (alternative names: Josetsusai, Yūkeisai, Yūtoku), was a Japanese painter of the Azuchi–Momoyama period. He was born in Ōmi province, the fifth son of Kaihō Tsunachika, who was a vassal of Azai Nagamasa.",Kaihō,Yūshō
