title,artist_display,date_display,creation_year_start,creation_year_end,medium,classification,artist_id,location,description,short_description,dimension,artwork_id,full_image_url
Pergola with Oranges,"Thomas Fearnley (Norwegian, 1802-1842)",c. 1834,1829.0,1839.0,Oil on paper mounted on canvas,Painting,ARTIC-53062,Norway,,,28 × 37 cm (11 × 14 1/2 in.),ARTIC-3236b056-f154-b3b6-3c37-6d70cac49bfe,https://www.artic.edu/iiif/2/3236b056-f154-b3b6-3c37-6d70cac49bfe/full/max/0/default.jpg
"Landscape in the Style of Ancient Masters: colophon by Lu Hui, dated 1912","Lu Hui (Chinese, 1851-1920)","Ming dynasty (1368–1644), album dated 1642, colophon dated 1912",1912.0,1912.0,Album leaf; ink on paper,Painting,ARTIC-115136,China,,,31 × 40.7 cm (12 × 16 in.),ARTIC-946926a9-f488-bd8f-90dc-e144325de1e4,https://www.artic.edu/iiif/2/946926a9-f488-bd8f-90dc-e144325de1e4/full/max/0/default.jpg
"Retable of Saints Athanasius, Blaise, and Agatha","Master of Riglos (Spanish (Aragon), active c. 1435-60)",1440/45,1400.0,1500.0,Tempera on panel,Painting,ARTIC-98435,Spain,,,"Christ on the Cross: 69.8 × 81.2 cm (27 1/2 × 32 in.)
Painted surface: 61 × 73 cm (24 1/2 × 28 3/4 in.)
Coronation of the Virgin: 87.4 × 80.3 cm (34 3/8 × 31 5/8 in.)
Painted surface: 87.3 × 73 cm (34 × 28 3/4 in.)
Scenes from the Life of Saint Blaise: 154.3 × 69.8 cm (60 3/4 × 27 1/2 in.)
Painted surface: 125.7 × 66 cm (49 1/2 × 26 in.)
Saint Athanasius: 128.6 × 82 cm (50 5/8 × 32 1/4 in.)
Painted surface: 124.7 × 73.7 cm (49 1/8 × 29 in.)
Scenes from the Life of Saint Agatha: 154.5 × 69.8 cm (60 3/4 × 27 1/2 in.)
Painted surface: 127 × 66 cm (50 × 26 in.)",ARTIC-f67ea925-dddf-0bf5-50af-fa9557b849ef,https://www.artic.edu/iiif/2/f67ea925-dddf-0bf5-50af-fa9557b849ef/full/max/0/default.jpg
Portrait of a Man with a Pink,"Quentin Massys (Netherlandish, 1466 - 1530)",1500–10,1504.0,1514.0,Oil on panel,Painting,ARTIC-35658,Netherlands,"<p>In this portrait from relatively early in his career, Quentin Massys followed stylistic conventions that appealed to Antwerp’s growing market of patrons while also exhibiting the bold innovations that ultimately made him one of city’s most influential painters. The sitter appears frozen in a somewhat unnatural pose, as was the fashion for half-length portraits at the time, and the positioning of his left hand on the painting’s lower edge recalls the spatial illusionism found in portraits by Netherlandish artists of the previous generation. However, the subtle modeling of the face conveys a strong sense of the sitter’s individual character at a time when such works tended to idealize their subjects. The pink, or carnation, held by the sitter could symbolize marriage or Jesus Christ’s incarnation.</p>
",,43.8 × 29.2 cm (17 1/4 × 11 1/2 in.); Painted surface: 43.2 × 28.4 cm (17 × 11 3/16 in.),ARTIC-f731615e-ee25-f8e5-b957-69635e1e2d60,https://www.artic.edu/iiif/2/f731615e-ee25-f8e5-b957-69635e1e2d60/full/max/0/default.jpg
"Grapes, Lemons, Pears, and Apples","Vincent van Gogh (Dutch, 1853-1890)",1887,1887.0,1887.0,Oil on canvas,Painting,ARTIC-40610,Paris,"<p>This is one of a group of related canvases featuring seasonal fruit that Vincent van Gogh painted in the fall of 1887. In these works, he simplified his palette, employed more vibrant colors, and used a thicker, broader paint application than he had earlier. Here he explored the use of complementary colors—yellow and purple, blue and orange, and red and green—in the service of chromatic intensity. The effect of these color contrasts is heightened by the pulsating pattern of brushstrokes that defines the tablecloth and creates a force field around the fruit. The painting was probably among the “violent still lifes”—to quote Van Gogh’s friend the painter <a href=""https://www.artic.edu/artists/33617"">Emile Bernard</a>—that he included in the group exhibition of young avant-garde artists that he organized at a local restaurant in November–December 1887.</p>
","This is one of a group of related canvases featuring fruit that Van Gogh painted in 1887. In these works, he employed more vibrant colors and used a thicker, broader paint application than he had earlier. Here, he used complementary colors whose contrasting effect is heightened by the pulsating pattern of brushstrokes that defines the tablecloth and creates a force field around the fruit.",46.5 × 55.2 cm (18 1/4 × 21 3/4 in.),ARTIC-f11bd233-6cc3-4221-59eb-f7363be4119e,https://www.artic.edu/iiif/2/f11bd233-6cc3-4221-59eb-f7363be4119e/full/max/0/default.jpg
Still Life with Flowers,"Henri Fantin-Latour (French, 1836-1904)",1881,1881.0,1881.0,Oil on canvas,Painting,ARTIC-31094,France,,,48.2 × 59.7 cm (19 × 23 1/2 in.),ARTIC-94245750-c169-eb03-673e-cd03f718f885,https://www.artic.edu/iiif/2/94245750-c169-eb03-673e-cd03f718f885/full/max/0/default.jpg
New York Street,"Childe Hassam (American, 1859-1935)",1902,1902.0,1902.0,Oil on canvas,Painting,ARTIC-34864,United States,"<p>After studying painting in Paris, Childe Hassam applied the techniques of French Impressionism to his views of American cities and landscapes. While he also painted coastal and pastoral scenes, Hassam often focused on urban areas such as his hometown of Boston, and New York City, where he lived after returning from Paris. Here the artist rendered New York with short brushstrokes that emphasize the movement and activity of everyday life on Fifth Avenue along Central Park. He incorporated vivid colors, such as the red and yellow of the woman's hat and skirt, into what would otherwise be a predominantly gray and white winter cityscape and captured the light in a natural manner, presenting a picturesque view of a modern metropolis.</p>
",,59.7 × 49.5 cm (23 1/2 × 19 1/2 in.),ARTIC-8ed7e389-dbe7-ed35-ade2-fe7743943479,https://www.artic.edu/iiif/2/8ed7e389-dbe7-ed35-ade2-fe7743943479/full/max/0/default.jpg
"Time, Death and Judgment","George Frederick Watts (English, 1817-1904)",1866,1866.0,1866.0,Oil on canvas,Painting,ARTIC-28092,England,,,91.5 × 72 cm (36 × 28 5/16 in.),ARTIC-a2214c05-3fb2-2faf-cf70-d43fcfede342,https://www.artic.edu/iiif/2/a2214c05-3fb2-2faf-cf70-d43fcfede342/full/max/0/default.jpg
Ship paintings,China,mid 19th century,1834.0,1866.0,Album of ten leaves; watercolor on paper,Painting,,Guangdong,,,Each: 19.1 × 29.9 cm (7 1/2 × 11 3/4 in.),ARTIC-e1789e26-e381-5ebb-4188-e0e78509831b,https://www.artic.edu/iiif/2/e1789e26-e381-5ebb-4188-e0e78509831b/full/max/0/default.jpg
Theophilia Gwatkin,"Joshua Reynolds (British, 1723-1792)",no date,,,Oil on canvas,Painting,ARTIC-40771,,,,73.7 × 61 cm (29 × 24 in.),ARTIC-a8999177-8a2f-3030-fe9e-24bdea68c644,https://www.artic.edu/iiif/2/a8999177-8a2f-3030-fe9e-24bdea68c644/full/max/0/default.jpg
The Continence of Scipio,"Sebastiano Ricci (Italian, 1659-1734)",c. 1706,1701.0,1711.0,Oil on canvas,Painting,ARTIC-36365,Italy,"<p>This painting depicts a scene from the life of Scipio Africanus, the Roman general who defeated Hannibal in the Battle of Zama (in present-day Tunisia) in 202 BCE. Here Scipio demonstrates his leadership by acting with restraint (“continence”) in refusing to hold a woman as a captive of war. According to the story on which the painting is based, the woman’s fiancé, shown kneeling beside her, was a powerful prince who agreed to a military alliance with Scipio in gratitude for his lenience. The theatrical setting and costumes—the invented military helmets, anachronistically dressed characters, fanciful architecture, and gravity-defying drapery, for example— suggest that the artist’s aims were allegorical rather than historical, intended above all to illustrate for viewers the virtues of compassionate diplomacy.</p>
",,140 × 182 cm (55 × 71 1/2 in.),ARTIC-71d54071-9aa9-b702-99ba-914b1b23278e,https://www.artic.edu/iiif/2/71d54071-9aa9-b702-99ba-914b1b23278e/full/max/0/default.jpg
Portrait of an Artist or Scholar,India,17th century,1599.0,1699.0,"Watercolor, opaque watercolor, and gold on paper",Painting,ARTIC-104691,India,,,Image: 17.6 × 9.2 cm (6 15/16 × 3 5/8 in.); Outermost Border: 20.8 × 12.5 cm (8 3/16 × 4 15/16 in.); Paper: 27.3 × 19.5 cm (10 3/4 × 7 5/8 in.),ARTIC-e82a9c7e-86ff-f3d2-c033-fad90e6b37b1,https://www.artic.edu/iiif/2/e82a9c7e-86ff-f3d2-c033-fad90e6b37b1/full/max/0/default.jpg
Woman with Puppies,Kitagawa Utamaro 喜多川歌麿  (Japanese (c. 1755-1806)),1801/4,1799.0,1811.0,Hanging scroll; ink and colors on paper,Painting,ARTIC-37074,Japan,,,Overall: 173 × 39.6 cm (68 1/8 × 15 5/8 in.); 86.8 × 28.1 cm (34 3/16 × 11 1/16 in.),ARTIC-34702e74-3239-52d9-b8df-c312654bb86d,https://www.artic.edu/iiif/2/34702e74-3239-52d9-b8df-c312654bb86d/full/max/0/default.jpg
The Marsh,"Charles François Daubigny (French, 1817-1878)",1871,1871.0,1871.0,Oil on panel,Painting,ARTIC-40516,France,,,34.4 × 58.2 cm (13 9/16 × 22 15/16 in.),ARTIC-0faa1fea-aaaa-83bf-8324-8b7f90266dd2,https://www.artic.edu/iiif/2/0faa1fea-aaaa-83bf-8324-8b7f90266dd2/full/max/0/default.jpg
Lovers in a Zenana Garden at Night,India,17th/18th century,1600.0,1799.0,Opaque watercolor and gold on paper,Painting,ARTIC-104691,India,,,Image: 20.6 × 12.5 cm (8 1/8 × 4 15/16 in.); Outermost border: 28.6 × 19.4 cm (11 1/4 × 7 5/8 in.); Paper: 28.9 × 19.8 cm (11 3/8 × 7 3/4 in.); 20.7 × 12.4 cm (8 1/8 × 4 7/8 in.),ARTIC-5acf227e-4a04-ef83-65e3-84285f9af16d,https://www.artic.edu/iiif/2/5acf227e-4a04-ef83-65e3-84285f9af16d/full/max/0/default.jpg
Mountainous Landscape after Wang Meng,"Wang Yuanqi (Chinese, 1642-1715)","Qing dynasty (1644–1911), 1715",1642.0,1715.0,Hanging scroll; ink on paper,Painting,ARTIC-27938,China,,,175.6 × 58.9 cm (69 1/8 × 23 3/16 in.),ARTIC-9bb4c0d6-27e2-9b5d-0a0a-6c32fe08bc57,https://www.artic.edu/iiif/2/9bb4c0d6-27e2-9b5d-0a0a-6c32fe08bc57/full/max/0/default.jpg
A Clump of Trees,"Constant Troyon (French, 1810-1865)",c. 1860,1855.0,1865.0,Oil on canvas,Painting,ARTIC-37028,France,,,33 × 24.9 cm (13 × 9 7/8 in.),ARTIC-4339f21a-5a1c-8f40-931c-32686eefd8d5,https://www.artic.edu/iiif/2/4339f21a-5a1c-8f40-931c-32686eefd8d5/full/max/0/default.jpg
Violet and Silver - The Deep Sea,"James McNeill Whistler (American, 1834–1903)",1893,1893.0,1893.0,Oil on canvas,Painting,ARTIC-37279,United States,"<p>After years of painting seascapes on a significantly smaller scale, James McNeill Whistler returned briefly to the large-format canvas to capture the effects of a hot summer day on the water near Brittany, France. According to the Chicago collector Arthur Jerome Eddy (portrait nearby), the artist painted this seascape while boating off the coast as a crewman steadied their vessel. This could account for the unusually broad handling of paint and thick touches of pigment apparent throughout the composition, particularly in the clouds and gently cresting waves. Even toward the end of his life, Whistler demonstrated his enduring passion for the myriad relationships of color offered by the ever-changing sea.</p>
",,50.2 × 73.3 cm (19 3/4 × 28 7/8 in.),ARTIC-9e72fb46-920e-86a7-bc49-9a525eac4e1c,https://www.artic.edu/iiif/2/9e72fb46-920e-86a7-bc49-9a525eac4e1c/full/max/0/default.jpg
"Ritual Objects, from a Set of Initiation Cards (Tsakali)",Southern Tibet,14th/15th century,1301.0,1500.0,Ink and watercolor on paper,Painting,,Tibet,,,16 × 14.5 cm (6 1/4 × 5 3/4 in.),ARTIC-78208a3e-39e9-f723-8e7c-6e9c7ff0ab95,https://www.artic.edu/iiif/2/78208a3e-39e9-f723-8e7c-6e9c7ff0ab95/full/max/0/default.jpg
Landscape with Tournament and Hunters,"Jan van Scorel (Netherlandish, 1495-1562)",1519–20,1519.0,1520.0,Oil on panel,Painting,ARTIC-41371,Netherlands,"<p>This landscape was painted by the young Jan van Scorel as he traveled from northern Italy to Rome to study antiquities and the new Renaissance style. It was executed on poplar, a type of wooden support common in Italy, and its elongated format suggests that it was set into paneling as part of a room decoration. The painting celebrates two aristocratic pastimes, jousting and hunting; Scorel used a 1506 woodcut by <a href=""https://www.artic.edu/artists/34071/lucas-cranach-the-elder"">Lucas Cranach the Elder</a> as the model for the lively crowd watching the joust. Italian patrons were particularly drawn to the Northern European vision of chivalric subjects and courtly pursuits, and the jousting theme was no doubt requested of the young Dutch painter, who showed a talent for combining small active figures in a landscape setting.</p>
",,57.8 × 138.5 cm (22 3/4 × 54 9/16 in.),ARTIC-4ac46654-f276-369f-f2fe-dadb30838b30,https://www.artic.edu/iiif/2/4ac46654-f276-369f-f2fe-dadb30838b30/full/max/0/default.jpg
The Vase of Tulips,"Paul Cezanne (French, 1839-1906)",c. 1890,1885.0,1895.0,Oil on canvas,Painting,ARTIC-40482,France,"<p>The table in this still life of flowers and fruit appears in several of Paul Cezanne’s other paintings, although scholars do not agree about which of the artist’s residences housed this piece of furniture. As is typical of Cezanne’s work, the painting is carefully considered and the composition hard won: the traces of at least three other pieces of fruit (presumably oranges) at lower left and near the vase attest to the artist’s changing opinion as he struggled to make the arrangement work. Even in the final version, there remains a tense spatial relationship between the objects, which seem to float in the picture plane rather than being anchored to the tabletop.</p>
","Typical of Cezanne’s work, this painting is carefully considered and the composition hard-won: the traces of at least three other pieces of fruit at lower left attest to Cezanne's struggles to make the arrangement work. Even in the final version, there remains a tense spatial relationship between the objects, which seem to float in the picture plane rather than being anchored to the tabletop.",59.6 × 42.3 cm (23 1/2 × 16 5/8 in.),ARTIC-96f23681-9701-a668-5c3f-6ffa951f7ecc,https://www.artic.edu/iiif/2/96f23681-9701-a668-5c3f-6ffa951f7ecc/full/max/0/default.jpg
Head of a Philosopher,"Giovanni Domenico Tiepolo (Italian, 1727-1804)",1758/64,1758.0,1764.0,Oil on canvas,Painting,ARTIC-36973,Italy,"<p>Giandomenico Tiepolo collaborated with his father and artistic tutor, Giambattista, on his greatest projects, including the decoration of the Royal Palace in Madrid (1762–64). After his father’s death in 1770, Giandomenico emerged as a highly original artist who was particularly adept at depicting popular activities and amusements in a humorous manner. This is one of a group of fanciful heads of philosophers that the artist executed in response to a similar painted series by Giambattista from 1757–58. Despite its source, Giandomenico’s lighter, more dashing work represents a distinct departure from his father’s style.</p>
",,60.5 × 45.8 cm (23 3/4 × 18 in.),ARTIC-cef08eac-d4dc-b09c-b6d6-7f10517687a4,https://www.artic.edu/iiif/2/cef08eac-d4dc-b09c-b6d6-7f10517687a4/full/max/0/default.jpg
Landscape with Figures Crossing a Bridge,"John Rathbone and George Morland (British, c. 1750-1807 and 1763-1804)",1790/1800,1790.0,1790.0,Oil on panel,Painting,ARTIC-36323,England,,,30.2 × 41 cm (11 15/16 × 16 1/8 in.),ARTIC-a2e9aad2-dd14-ae12-6c44-6811229b3619,https://www.artic.edu/iiif/2/a2e9aad2-dd14-ae12-6c44-6811229b3619/full/max/0/default.jpg
White Rooster,Artist unknown (Chinese),Ming dynasty (1368–1644),1367.0,1644.0,Framed; ink and light color on silk,Painting,,China,,,32.1 × 20.7 cm (12 5/8 × 8 1/8 in.),ARTIC-5b597f6d-3d9e-cfd5-13d8-924814a188cb,https://www.artic.edu/iiif/2/5b597f6d-3d9e-cfd5-13d8-924814a188cb/full/max/0/default.jpg
"Panthea, Cyrus, and Araspas","Laurent de La Hyre (French, 1606-1656)",1631-34,1631.0,1634.0,Oil on canvas,Painting,ARTIC-40654,France,"<p>This is one of two surviving paintings from Laurent de La Hyre’s series illustrating the story of Queen Panthea’s capture by the armies of Cyrus the Great, the ancient king of Persia. Cyrus, shown here in blue, refused even to gaze upon the beautiful queen, choosing instead to concentrate on affairs of state and turning her care over to his friend Araspas, who ultimately fell in love with her to tragic consequences. La Hyre’s take on this tale of the conflict between love and civic duty was probably made as part of a suite of decorations for a reception room or a private cabinet in a Parisian townhouse.</p>
",,141.9 × 102 cm (55 7/8 × 40 1/8 in.),ARTIC-cec52f00-87a3-1e81-a663-520004ab7259,https://www.artic.edu/iiif/2/cec52f00-87a3-1e81-a663-520004ab7259/full/max/0/default.jpg
